task_id,constraints_hash,constraint_type,n_x,n_c,qubo_string,families,n_qubits_pc,n_slack_pc,n_struct_pc,n_pen_pc,has_vcg_pc,vcg_missing_pc,sp_total_pc,sp_1q_pc,sp_2q_pc,sp_gates_pc,vcg_sp_gates_pc,layer_total_pc,layer_1q_pc,layer_2q_pc,layer_gates_pc,vcg_layer_gates_pc,n_qubits_p,n_slack_p,sp_total_p,sp_1q_p,sp_2q_p,sp_gates_p,layer_total_p,layer_1q_p,layer_2q_p,layer_gates_p
69,"['1*x_2 + 4*x_1 + 8*x_3 + 10*x_7 + 8*x_5 <= 16', '2*x_4*x_4 + 5*x_4*x_5 + 2*x_4*x_0 + 2*x_5*x_5 + 1*x_5*x_0 + 1*x_0*x_0 <= 7', 'x_7 + x_2 + x_5 + x_4 <= 4']",knapsack+quadratic_knapsack+cardinality,8,3, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + 3*x_0 x_3 + -4*x_0 x_4 + -1*x_0 x_5 + -3*x_0 x_6 + -2*x_0 x_7 + 2*x_1 + -5*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -5*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + 4*x_2 x_4 + -1*x_2 x_5 + -5*x_2 x_7 + -1*x_3 + 1*x_3 x_4 + 1*x_3 x_5 + 4*x_3 x_6 + 3*x_3 x_7 + -1*x_4 + -5*x_4 x_5 + -2*x_4 x_6 + -2*x_4 x_7 + -3*x_5 + -4*x_5 x_7 + 4*x_6 + 3*x_6 x_7 + -1*x_7,"['knapsack', 'quadratic_knapsack', 'cardinality']",16,8,1,2,False,False,32,9,20,"{'Hadamard': 8, 'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 3}",{},811,416,387,"{'CNOT': 370, 'RZ': 393, 'RY': 2, 'CRY': 12, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 6, 'X': 8, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'RX': 12}",{},19,11,11,11,0,{'Hadamard': 11},489,489,388,"{'CNOT': 388, 'RZ': 470, 'RX': 19}"
70,"['5*x_4 + 4*x_2 + 1*x_3 <= 6', 'x_3 + x_2 + x_1 - x_4 == 0']",knapsack+flow,5,2, 1*x_0 + 2*x_0 x_1 + -2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + -2*x_1 + -1*x_1 x_2 + -2*x_1 x_3 + 2*x_1 x_4 + -1*x_2 + -1*x_2 x_3 + -2*x_2 x_4 + -4*x_3 + 4*x_3 x_4 + 3*x_4,"['knapsack', 'flow']",8,3,1,1,False,False,12,4,8,"{'Hadamard': 3, 'RY': 1, 'CRY': 2, 'CNOT': 5, 'SWAP': 1}",{},142,84,58,"{'CNOT': 58, 'RZ': 72, 'RY': 8, 'RX': 4}",{},8,3,3,3,0,{'Hadamard': 3},102,102,62,"{'CNOT': 62, 'RZ': 94, 'RX': 8}"
71,"['10*x_5 + 1*x_2 + 9*x_0 <= 7', '4*x_3*x_3 + 3*x_3*x_4 + 3*x_3*x_2 + 2*x_3*x_5 + 2*x_3*x_1 + 2*x_4*x_4 + 3*x_4*x_2 + 2*x_4*x_5 + 3*x_4*x_1 + 3*x_2*x_2 + 5*x_2*x_5 + 4*x_2*x_1 + 3*x_5*x_5 + 5*x_5*x_1 + 1*x_1*x_1 <= 22', 'x_5 + x_3 + x_2 <= 0']",quadratic_knapsack+knapsack+cardinality,6,3, -2*x_0 x_1 + -2*x_0 x_2 + -4*x_0 x_3 + 2*x_0 x_4 + -4*x_0 x_5 + 1*x_1 + 3*x_1 x_2 + 1*x_1 x_3 + -1*x_1 x_4 + 3*x_1 x_5 + -4*x_2 + -1*x_2 x_3 + -3*x_2 x_5 + -4*x_3 + 4*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + 2*x_4 x_5 + -2*x_5,"['quadratic_knapsack', 'knapsack', 'cardinality']",14,8,1,2,False,False,8,8,0,{'Hadamard': 8},{},3215,1375,1839,"{'CNOT': 1838, 'RZ': 1357, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 11}",{},14,8,8,8,0,{'Hadamard': 8},1383,1383,1844,"{'CNOT': 1844, 'RZ': 1369, 'RX': 14}"
72,"['10*x_5 + 8*x_1 + 2*x_7 + 1*x_6 + 4*x_2 <= 10', 'x_4 - x_6 - x_1 - x_7 == 0']",flow+knapsack,8,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + 3*x_0 x_3 + -4*x_0 x_4 + -1*x_0 x_5 + -3*x_0 x_6 + -2*x_0 x_7 + 2*x_1 + -5*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -5*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + 4*x_2 x_4 + -1*x_2 x_5 + -5*x_2 x_7 + -1*x_3 + 1*x_3 x_4 + 1*x_3 x_5 + 4*x_3 x_6 + 3*x_3 x_7 + -1*x_4 + -5*x_4 x_5 + -2*x_4 x_6 + -2*x_4 x_7 + -3*x_5 + -4*x_5 x_7 + 4*x_6 + 3*x_6 x_7 + -1*x_7,"['flow', 'knapsack']",12,4,1,1,False,False,13,5,8,"{'Hadamard': 4, 'RY': 1, 'CRY': 2, 'CNOT': 5, 'SWAP': 1}",{},308,176,132,"{'CNOT': 132, 'RZ': 160, 'RY': 8, 'RX': 8}",{},12,4,4,4,0,{'Hadamard': 4},194,194,136,"{'CNOT': 136, 'RZ': 182, 'RX': 12}"
73,"['2*x_0 + 2*x_4 + 9*x_2 + 10*x_1 + 4*x_6 <= 18', 'x_0 - x_2 - x_3 == 0']",flow+knapsack,7,2, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,"['flow', 'knapsack']",12,5,1,1,False,False,11,6,5,"{'Hadamard': 5, 'RY': 1, 'CRY': 1, 'CNOT': 3, 'SWAP': 1}",{},327,195,132,"{'CNOT': 132, 'RZ': 180, 'RY': 6, 'RX': 9}",{},12,5,5,5,0,{'Hadamard': 5},204,204,132,"{'CNOT': 132, 'RZ': 192, 'RX': 12}"
74,"['4*x_0*x_0 + 5*x_0*x_1 + 2*x_0*x_3 + 5*x_0*x_2 + 4*x_1*x_1 + 3*x_1*x_3 + 5*x_1*x_2 + 3*x_3*x_3 + 2*x_3*x_2 + 3*x_2*x_2 <= 22', 'x_3 + x_2 + x_1 >= 1']",cardinality+quadratic_knapsack,4,2, 4*x_0 x_1 + 1*x_0 x_2 + 1*x_0 x_3 + -1*x_1 + 1*x_1 x_2 + 4*x_1 x_3 + -2*x_2 + -1*x_2 x_3 + 4*x_3,"['cardinality', 'quadratic_knapsack']",9,5,1,1,True,True,5,5,0,{'Hadamard': 5},{},1422,648,774,"{'CNOT': 774, 'RZ': 639, 'RX': 9}",{},11,7,7,7,0,{'Hadamard': 7},690,690,794,"{'CNOT': 794, 'RZ': 679, 'RX': 11}"
75,"['2*x_5 + 5*x_6 + 2*x_2 <= 5', 'x_4 + x_3 + x_2 + x_0 + x_6 <= 5']",knapsack+cardinality,7,2, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,"['knapsack', 'cardinality']",10,3,1,1,False,False,40,4,30,"{'Hadamard': 3, 'RY': 1, 'CRY': 8, 'SWAP': 2, 'CNOT': 20, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 6}",{},241,99,127,"{'CNOT': 106, 'RZ': 81, 'RY': 2, 'CRY': 16, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 12, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1, 'RX': 5}",{},13,6,6,6,0,{'Hadamard': 6},194,194,122,"{'CNOT': 122, 'RZ': 181, 'RX': 13}"
76,"['1*x_5 + 4*x_0 + 8*x_3 + 10*x_2 + 8*x_4 <= 16', '5*x_3*x_3 + 3*x_3*x_0 + 4*x_3*x_1 + 5*x_3*x_5 + 1*x_3*x_6 + 1*x_0*x_0 + 4*x_0*x_1 + 2*x_0*x_5 + 3*x_0*x_6 + 4*x_1*x_1 + 5*x_1*x_5 + 1*x_1*x_6 + 1*x_5*x_5 + 5*x_5*x_6 + 2*x_6*x_6 <= 17', 'x_4 + x_1 <= 0']",cardinality+knapsack+quadratic_knapsack,7,3, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,"['cardinality', 'knapsack', 'quadratic_knapsack']",17,10,1,2,False,False,10,10,0,{'Hadamard': 10},{},3387,1480,1907,"{'CNOT': 1906, 'RZ': 1460, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 15}",{},17,10,10,10,0,{'Hadamard': 10},1482,1482,1908,"{'CNOT': 1908, 'RZ': 1465, 'RX': 17}"
77,"['x_2 + x_3 + x_6 <= 1', 'x_5 + x_7 + x_6 == 3', 'x_6 + x_4 + x_5 + x_1 <= 4']",cardinality+cardinality+cardinality,8,3, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + 2*x_0 x_5 + 1*x_0 x_6 + -2*x_0 x_7 + -4*x_1 + -4*x_1 x_2 + 4*x_1 x_3 + 4*x_1 x_4 + -2*x_1 x_5 + 3*x_1 x_6 + -5*x_1 x_7 + -3*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + 4*x_2 x_5 + -1*x_2 x_7 + -2*x_3 + 3*x_3 x_4 + 4*x_3 x_5 + 4*x_3 x_6 + -1*x_4 + 4*x_4 x_5 + -1*x_4 x_6 + 4*x_4 x_7 + -3*x_5 + 4*x_5 x_6 + 3*x_5 x_7 + -5*x_6 + 4*x_6 x_7 + 4*x_7,"['cardinality', 'cardinality', 'cardinality']",11,3,1,2,False,False,11,4,7,"{'Hadamard': 3, 'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 4}",{},259,143,115,"{'CNOT': 108, 'RZ': 126, 'RY': 2, 'CRY': 4, 'SWAP': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 8}",{},12,4,4,4,0,{'Hadamard': 4},164,164,112,"{'CNOT': 112, 'RZ': 152, 'RX': 12}"
78,"['5*x_3*x_3 + 2*x_3*x_2 + 2*x_3*x_0 + 3*x_3*x_5 + 1*x_3*x_4 + 1*x_2*x_2 + 4*x_2*x_0 + 4*x_2*x_5 + 3*x_2*x_4 + 1*x_0*x_0 + 3*x_0*x_5 + 1*x_0*x_4 + 5*x_5*x_5 + 1*x_5*x_4 + 5*x_4*x_4 <= 23', '7*x_3 + 10*x_6 + 9*x_1 <= 8']",quadratic_knapsack+knapsack,7,2, 3*x_0 x_2 + 3*x_0 x_3 + 3*x_0 x_4 + -1*x_0 x_5 + 4*x_0 x_6 + -2*x_1 + -2*x_1 x_3 + 2*x_1 x_4 + -5*x_1 x_5 + 3*x_1 x_6 + 1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 1*x_2 x_6 + 4*x_3 + -1*x_3 x_5 + -2*x_3 x_6 + -4*x_4 + 3*x_4 x_5 + -1*x_4 x_6 + -4*x_5 + 2*x_5 x_6 + -1*x_6,"['quadratic_knapsack', 'knapsack']",11,4,1,1,True,True,4,4,0,{'Hadamard': 4},{},190,112,78,"{'CNOT': 78, 'RZ': 101, 'RX': 11}",{},16,9,9,9,0,{'Hadamard': 9},1397,1397,1858,"{'CNOT': 1858, 'RZ': 1381, 'RX': 16}"
79,"['2*x_3*x_3 + 5*x_3*x_1 + 2*x_3*x_0 + 2*x_1*x_1 + 1*x_1*x_0 + 1*x_0*x_0 <= 7', 'x_2*x_0 == 0']",independent_set+quadratic_knapsack,4,2, 1*x_0 + -4*x_0 x_1 + 3*x_0 x_2 + 1*x_0 x_3 + -3*x_1 x_2 + -5*x_1 x_3 + -3*x_2 + -5*x_2 x_3 + -3*x_3,"['independent_set', 'quadratic_knapsack']",7,3,1,1,False,False,8,4,4,"{'Hadamard': 3, 'RY': 1, 'CRY': 1, 'SWAP': 1, 'CNOT': 2}",{},451,226,225,"{'CNOT': 220, 'RZ': 214, 'RY': 2, 'CRY': 2, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 5}",{},7,3,3,3,0,{'Hadamard': 3},224,224,218,"{'CNOT': 218, 'RZ': 217, 'RX': 7}"
80,"['1*x_3*x_3 + 5*x_3*x_1 + 4*x_3*x_4 + 2*x_1*x_1 + 2*x_1*x_4 + 2*x_4*x_4 <= 8', 'x_0 + x_7 + x_2 == 2', 'x_3 + x_0 + x_4 + x_1 <= 1']",cardinality+quadratic_knapsack+cardinality,8,3, 1*x_0 + -3*x_0 x_1 + -5*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + -4*x_0 x_5 + -5*x_0 x_6 + -2*x_0 x_7 + -2*x_1 + 2*x_1 x_4 + 4*x_1 x_5 + -2*x_1 x_6 + -4*x_1 x_7 + -1*x_2 + -5*x_2 x_4 + 4*x_2 x_5 + 2*x_2 x_6 + 2*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + 2*x_3 x_5 + 1*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + -1*x_4 x_5 + 1*x_4 x_6 + 4*x_4 x_7 + 3*x_5 + -2*x_5 x_6 + -2*x_5 x_7 + -5*x_6 + 1*x_6 x_7 + -3*x_7,"['cardinality', 'quadratic_knapsack', 'cardinality']",9,1,2,1,True,True,13,3,9,"{'Hadamard': 1, 'X': 2, 'CNOT': 5, 'CRY': 3, 'CSWAP': 1, 'SWAP': 1}",{},161,85,76,"{'CNOT': 76, 'RZ': 73, 'RY': 6, 'RX': 6}",{},13,5,5,5,0,{'Hadamard': 5},346,346,322,"{'CNOT': 322, 'RZ': 333, 'RX': 13}"
81,"['3*x_2*x_2 + 1*x_2*x_1 + 5*x_2*x_0 + 2*x_2*x_4 + 5*x_2*x_3 + 2*x_1*x_1 + 5*x_1*x_0 + 5*x_1*x_4 + 5*x_1*x_3 + 2*x_0*x_0 + 3*x_0*x_4 + 3*x_0*x_3 + 4*x_4*x_4 + 1*x_4*x_3 + 5*x_3*x_3 <= 18', '4*x_1*x_1 + 1*x_1*x_4 + 2*x_1*x_2 + 4*x_1*x_0 + 1*x_1*x_3 + 2*x_4*x_4 + 3*x_4*x_2 + 1*x_4*x_0 + 1*x_4*x_3 + 3*x_2*x_2 + 3*x_2*x_0 + 4*x_2*x_3 + 1*x_0*x_0 + 3*x_0*x_3 + 2*x_3*x_3 <= 11']",quadratic_knapsack+quadratic_knapsack,6,2, -2*x_0 x_1 + -2*x_0 x_2 + -4*x_0 x_3 + 2*x_0 x_4 + -4*x_0 x_5 + 1*x_1 + 3*x_1 x_2 + 1*x_1 x_3 + -1*x_1 x_4 + 3*x_1 x_5 + -4*x_2 + -1*x_2 x_3 + -3*x_2 x_5 + -4*x_3 + 4*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + 2*x_4 x_5 + -2*x_5,"['quadratic_knapsack', 'quadratic_knapsack']",10,4,1,1,True,True,4,4,0,{'Hadamard': 4},{},2901,1211,1690,"{'CNOT': 1690, 'RZ': 1201, 'RX': 10}",{},15,9,9,9,0,{'Hadamard': 9},2496,2496,3470,"{'CNOT': 3470, 'RZ': 2481, 'RX': 15}"
82,"['x_0 + x_1 + x_3 + x_4 + x_2 <= 3', 'x_4 + x_2 == 1']",cardinality+cardinality,5,2, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,"['cardinality', 'cardinality']",7,2,1,1,False,False,5,3,2,"{'Hadamard': 2, 'X': 1, 'CNOT': 1, 'CRY': 1}",{},166,100,66,"{'CNOT': 66, 'RZ': 91, 'RY': 4, 'RX': 5}",{},7,2,2,2,0,{'Hadamard': 2},105,105,64,"{'CNOT': 64, 'RZ': 98, 'RX': 7}"
83,"['1*x_3*x_3 + 4*x_3*x_2 + 1*x_3*x_4 + 5*x_3*x_0 + 2*x_2*x_2 + 3*x_2*x_4 + 3*x_2*x_0 + 5*x_4*x_4 + 4*x_4*x_0 + 5*x_0*x_0 <= 22', 'x_3 + x_1 >= 2']",quadratic_knapsack+cardinality,5,2, -2*x_0 + -3*x_0 x_1 + -2*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + -5*x_1 + 2*x_1 x_2 + -1*x_1 x_3 + -4*x_1 x_4 + -2*x_2 + -4*x_2 x_3 + -1*x_2 x_4 + -5*x_3 + -5*x_3 x_4,"['quadratic_knapsack', 'cardinality']",5,0,1,1,True,True,0,0,0,{},{},49,27,22,"{'CNOT': 22, 'RZ': 22, 'RX': 5}",{},10,5,5,5,0,{'Hadamard': 5},661,661,784,"{'CNOT': 784, 'RZ': 651, 'RX': 10}"
84,"['5*x_4*x_4 + 3*x_4*x_2 + 5*x_4*x_3 + 4*x_2*x_2 + 5*x_2*x_3 + 3*x_3*x_3 <= 14', '5*x_5*x_5 + 1*x_5*x_0 + 3*x_5*x_4 + 1*x_5*x_1 + 4*x_0*x_0 + 1*x_0*x_4 + 5*x_0*x_1 + 4*x_4*x_4 + 2*x_4*x_1 + 3*x_1*x_1 <= 19']",quadratic_knapsack+quadratic_knapsack,6,2, -5*x_0 + -4*x_0 x_1 + -3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -4*x_0 x_5 + -3*x_1 + -1*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -2*x_2 + -1*x_2 x_3 + -4*x_2 x_4 + 4*x_3 + -5*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + -5*x_5,"['quadratic_knapsack', 'quadratic_knapsack']",11,5,1,1,True,True,5,5,0,{'Hadamard': 5},{},1447,659,788,"{'CNOT': 788, 'RZ': 648, 'RX': 11}",{},15,9,9,9,0,{'Hadamard': 9},908,908,1034,"{'CNOT': 1034, 'RZ': 893, 'RX': 15}"
85,"['2*x_7*x_7 + 5*x_7*x_0 + 2*x_7*x_6 + 2*x_0*x_0 + 1*x_0*x_6 + 1*x_6*x_6 <= 7', '7*x_1 + 10*x_7 + 9*x_2 <= 8', 'x_5 + x_4 + x_1 <= 0']",quadratic_knapsack+cardinality+knapsack,8,3, 1*x_0 + -3*x_0 x_1 + -5*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + -4*x_0 x_5 + -5*x_0 x_6 + -2*x_0 x_7 + -2*x_1 + 2*x_1 x_4 + 4*x_1 x_5 + -2*x_1 x_6 + -4*x_1 x_7 + -1*x_2 + -5*x_2 x_4 + 4*x_2 x_5 + 2*x_2 x_6 + 2*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + 2*x_3 x_5 + 1*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + -1*x_4 x_5 + 1*x_4 x_6 + 4*x_4 x_7 + 3*x_5 + -2*x_5 x_6 + -2*x_5 x_7 + -5*x_6 + 1*x_6 x_7 + -3*x_7,"['quadratic_knapsack', 'cardinality', 'knapsack']",12,4,2,1,True,True,4,4,0,{'Hadamard': 4},{},220,126,93,"{'CNOT': 92, 'RZ': 110, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 9}",{},15,7,7,7,0,{'Hadamard': 7},341,341,302,"{'CNOT': 302, 'RZ': 326, 'RX': 15}"
86,"['1*x_6 + 9*x_5 + 5*x_0 + 2*x_1 + 10*x_3 <= 10', '8*x_3 + 5*x_1 + 7*x_6 + 4*x_2 <= 11', 'x_3 + x_4 + x_5 + x_6 + x_0 >= 0']",cardinality+knapsack+knapsack,7,3, -1*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -2*x_0 x_3 + 3*x_0 x_4 + -1*x_0 x_5 + 4*x_0 x_6 + 2*x_1 + 2*x_1 x_2 + -1*x_1 x_3 + -2*x_1 x_4 + -1*x_1 x_5 + 3*x_1 x_6 + -1*x_2 + -5*x_2 x_3 + -2*x_2 x_4 + 2*x_2 x_5 + -1*x_2 x_6 + 2*x_3 + -1*x_3 x_5 + -3*x_4 + 3*x_4 x_5 + -2*x_4 x_6 + -1*x_5 x_6 + -5*x_6,"['cardinality', 'knapsack', 'knapsack']",15,8,1,2,True,True,8,8,0,{'Hadamard': 8},{},433,267,166,"{'CNOT': 166, 'RZ': 252, 'RX': 15}",{},18,11,11,11,0,{'Hadamard': 11},362,362,222,"{'CNOT': 222, 'RZ': 344, 'RX': 18}"
87,"['1*x_4*x_4 + 4*x_4*x_5 + 1*x_4*x_2 + 5*x_4*x_3 + 2*x_5*x_5 + 3*x_5*x_2 + 3*x_5*x_3 + 5*x_2*x_2 + 4*x_2*x_3 + 5*x_3*x_3 <= 22', '3*x_0*x_0 + 1*x_0*x_3 + 3*x_0*x_2 + 4*x_0*x_4 + 5*x_3*x_3 + 4*x_3*x_2 + 2*x_3*x_4 + 2*x_2*x_2 + 4*x_2*x_4 + 4*x_4*x_4 <= 17', 'x_1 + x_4 + x_0 == 3']",cardinality+quadratic_knapsack+quadratic_knapsack,6,3, -5*x_0 + -4*x_0 x_1 + -3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -4*x_0 x_5 + -3*x_1 + -1*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -2*x_2 + -1*x_2 x_3 + -4*x_2 x_4 + 4*x_3 + -5*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack', 'quadratic_knapsack']",16,10,1,2,False,False,13,13,0,"{'Hadamard': 10, 'X': 3}",{},2852,1296,1556,"{'CNOT': 1556, 'RZ': 1277, 'RY': 6, 'RX': 13}",{},16,10,10,10,0,{'Hadamard': 10},1308,1308,1556,"{'CNOT': 1556, 'RZ': 1292, 'RX': 16}"
88,"['x_2 + x_0 == 1', 'x_4 + x_5 + x_1 + x_0 + x_3 == 0']",assignment+cardinality,6,2, 1*x_0 + 4*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -3*x_0 x_4 + -1*x_1 + -5*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -1*x_1 x_5 + -1*x_2 + 4*x_2 x_4 + -5*x_2 x_5 + 3*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_4 + 3*x_4 x_5 + 2*x_5,"['assignment', 'cardinality']",6,0,1,1,False,False,3,1,2,"{'X': 1, 'CNOT': 1, 'CRY': 1}",{},110,60,50,"{'CNOT': 50, 'RZ': 52, 'RY': 4, 'RX': 4}",{},6,0,0,0,0,{},65,65,48,"{'CNOT': 48, 'RZ': 59, 'RX': 6}"
89,"['2*x_6*x_6 + 4*x_6*x_4 + 4*x_6*x_5 + 4*x_6*x_0 + 5*x_6*x_2 + 1*x_4*x_4 + 2*x_4*x_5 + 2*x_4*x_0 + 5*x_4*x_2 + 1*x_5*x_5 + 3*x_5*x_0 + 1*x_5*x_2 + 5*x_0*x_0 + 4*x_0*x_2 + 1*x_2*x_2 <= 28', 'x_0 + x_2 + x_4 + x_1 + x_3 <= 2']",cardinality+quadratic_knapsack,7,2, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,"['cardinality', 'quadratic_knapsack']",12,5,1,1,False,False,30,6,21,"{'Hadamard': 5, 'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 14, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 3}",{},3193,1325,1859,"{'CNOT': 1844, 'RZ': 1305, 'RY': 2, 'CRY': 10, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 6, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1, 'RX': 7}",{},14,7,7,7,0,{'Hadamard': 7},1396,1396,1858,"{'CNOT': 1858, 'RZ': 1382, 'RX': 14}"
90,"['x_1 + x_4 + x_3 + x_0 >= 3', 'x_2 + x_5 + x_0 + x_3 == 2']",cardinality+cardinality,6,2, -5*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 2*x_1 x_2 + 1*x_1 x_3 + -4*x_1 x_4 + 2*x_1 x_5 + 3*x_2 + -4*x_2 x_4 + 2*x_2 x_5 + 3*x_3 + 2*x_3 x_4 + -1*x_3 x_5 + 4*x_4 + 2*x_5,"['cardinality', 'cardinality']",7,1,1,1,False,False,19,3,14,"{'Hadamard': 1, 'X': 2, 'CNOT': 8, 'CRY': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CSWAP': 1, 'SWAP': 2}",{},124,70,54,"{'CNOT': 54, 'RZ': 59, 'RY': 8, 'RX': 3}",{},7,1,1,1,0,{'Hadamard': 1},92,92,58,"{'CNOT': 58, 'RZ': 85, 'RX': 7}"
