task_id,constraints_hash,constraint_type,n_x,n_c,qubo_string,families,n_qubits_pc,n_slack_pc,n_struct_pc,n_pen_pc,has_vcg_pc,vcg_missing_pc,sp_total_pc,sp_1q_pc,sp_2q_pc,sp_gates_pc,vcg_sp_gates_pc,layer_total_pc,layer_1q_pc,layer_2q_pc,layer_gates_pc,vcg_layer_gates_pc,n_qubits_p,n_slack_p,sp_total_p,sp_1q_p,sp_2q_p,sp_gates_p,layer_total_p,layer_1q_p,layer_2q_p,layer_gates_p
11,"['5*x_4*x_4 + 3*x_4*x_5 + 5*x_4*x_6 + 4*x_5*x_5 + 5*x_5*x_6 + 3*x_6*x_6 <= 14', '7*x_0 + 7*x_1 + 10*x_2 + 2*x_3 <= 10']",knapsack+quadratic_knapsack,7,2, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,"['knapsack', 'quadratic_knapsack']",7,0,2,0,True,False,281,100,180,"{'Hadamard': 4, 'CNOT': 176, 'RZ': 75, 'RX': 20, 'RY': 1, 'CRY': 3, 'SWAP': 1, 'CC_RY': 1, 'CSWAP': 0}","{'Hadamard': 4, 'CNOT': 176, 'RZ': 75, 'RX': 20, 'RY': 1, 'CRY': 3, 'SWAP': 1, 'CC_RY': 1, 'CSWAP': 0}",629,231,396,"{'CNOT': 388, 'RZ': 174, 'RX': 47, 'Hadamard': 8, 'RY': 2, 'CRY': 6, 'SWAP': 2, 'CC_RY': 2, 'CSWAP': 0}","{'Hadamard': 8, 'CNOT': 352, 'RZ': 150, 'RX': 40, 'RY': 2, 'CRY': 6, 'SWAP': 2, 'CC_RY': 2, 'CSWAP': 0}",15,8,8,8,0,{'Hadamard': 8},384,384,338,"{'CNOT': 338, 'RZ': 369, 'RX': 15}"
12,"['3*x_0 + 8*x_1 + 3*x_2 <= 5', 'x_3 + x_4 + x_5 + x_6 + x_7 >= 0']",knapsack+cardinality,8,2, -1*x_0 + -4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + -1*x_0 x_4 + -1*x_0 x_5 + -1*x_0 x_6 + 1*x_0 x_7 + 4*x_1 + -3*x_1 x_2 + 3*x_1 x_3 + 4*x_1 x_4 + -5*x_1 x_5 + -2*x_1 x_6 + -1*x_1 x_7 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + -4*x_2 x_6 + -3*x_2 x_7 + -2*x_3 + 4*x_3 x_4 + -1*x_3 x_6 + -5*x_3 x_7 + -5*x_4 + -4*x_4 x_5 + 4*x_4 x_6 + -1*x_4 x_7 + -1*x_5 + 2*x_5 x_6 + 3*x_5 x_7 + -4*x_6 + -5*x_6 x_7,"['knapsack', 'cardinality']",8,0,2,0,True,True,103,53,50,"{'Hadamard': 3, 'CNOT': 50, 'RZ': 35, 'RX': 15}","{'Hadamard': 3, 'CNOT': 50, 'RZ': 35, 'RX': 15}",302,148,154,"{'CNOT': 154, 'RZ': 104, 'RX': 38, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 100, 'RZ': 70, 'RX': 30}",14,6,6,6,0,{'Hadamard': 6},197,197,140,"{'CNOT': 140, 'RZ': 183, 'RX': 14}"
13,"['2*x_0*x_0 + 5*x_0*x_1 + 2*x_0*x_2 + 2*x_1*x_1 + 1*x_1*x_2 + 1*x_2*x_2 <= 7', 'x_3 + x_4 + x_5 + x_6 + x_7 == 5']",quadratic_knapsack+cardinality,8,2, 2*x_0 + 3*x_0 x_1 + -2*x_0 x_3 + -1*x_0 x_4 + 3*x_0 x_5 + 4*x_0 x_6 + -5*x_0 x_7 + 4*x_1 + 2*x_1 x_2 + -4*x_1 x_3 + -2*x_1 x_4 + -4*x_1 x_5 + -3*x_1 x_6 + -2*x_1 x_7 + -4*x_2 x_3 + 2*x_2 x_4 + 3*x_2 x_5 + 1*x_2 x_6 + -4*x_2 x_7 + 1*x_3 + -1*x_3 x_4 + 3*x_3 x_5 + -1*x_3 x_6 + -5*x_4 + -4*x_4 x_5 + -5*x_4 x_6 + -3*x_4 x_7 + 3*x_5 + 4*x_5 x_6 + -3*x_5 x_7 + -3*x_7,"['quadratic_knapsack', 'cardinality']",8,0,2,0,True,False,56,44,12,"{'X': 5, 'Hadamard': 3, 'CNOT': 12, 'RZ': 18, 'RX': 18}","{'Hadamard': 3, 'CNOT': 12, 'RZ': 18, 'RX': 18}",206,122,84,"{'CNOT': 84, 'RZ': 67, 'RY': 10, 'RX': 39, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 24, 'RZ': 36, 'RX': 36}",11,3,3,3,0,{'Hadamard': 3},286,286,274,"{'CNOT': 274, 'RZ': 275, 'RX': 11}"
14,"['2*x_0*x_0 + 5*x_0*x_1 + 4*x_0*x_2 + 2*x_0*x_3 + 4*x_0*x_4 + 5*x_1*x_1 + 5*x_1*x_2 + 2*x_1*x_3 + 1*x_1*x_4 + 4*x_2*x_2 + 1*x_2*x_3 + 2*x_2*x_4 + 5*x_3*x_3 + 4*x_3*x_4 + 2*x_4*x_4 <= 29', 'x_5 + x_6 <= 1']",quadratic_knapsack+cardinality,7,2, 3*x_0 x_2 + 3*x_0 x_3 + 3*x_0 x_4 + -1*x_0 x_5 + 4*x_0 x_6 + -2*x_1 + -2*x_1 x_3 + 2*x_1 x_4 + -5*x_1 x_5 + 3*x_1 x_6 + 1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 1*x_2 x_6 + 4*x_3 + -1*x_3 x_5 + -2*x_3 x_6 + -4*x_4 + 3*x_4 x_5 + -1*x_4 x_6 + -4*x_5 + 2*x_5 x_6 + -1*x_6,"['quadratic_knapsack', 'cardinality']",7,0,2,0,True,False,37,2,30,"{'RY': 2, 'CRY': 7, 'SWAP': 3, 'CNOT': 20, 'CC_RY': 5, 'CSWAP': 0}","{'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 18, 'CC_RY': 5, 'CSWAP': 0}",145,38,97,"{'CNOT': 76, 'RZ': 24, 'RY': 4, 'CRY': 14, 'SWAP': 6, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 5, 'CC_RY': 10, 'CSWAP': 0}","{'RY': 2, 'CRY': 12, 'SWAP': 4, 'CNOT': 36, 'CC_RY': 10, 'CSWAP': 0}",13,6,6,6,0,{'Hadamard': 6},1332,1332,1822,"{'CNOT': 1822, 'RZ': 1319, 'RX': 13}"
15,"['1*x_0*x_0 + 4*x_0*x_1 + 1*x_0*x_2 + 5*x_0*x_3 + 2*x_1*x_1 + 3*x_1*x_2 + 3*x_1*x_3 + 5*x_2*x_2 + 4*x_2*x_3 + 5*x_3*x_3 <= 22', '3*x_4 + 1*x_5 + 4*x_6 + 8*x_7 <= 7']",quadratic_knapsack+knapsack,8,2, 1*x_0 + -5*x_0 x_1 + -1*x_0 x_2 + 4*x_0 x_3 + -2*x_0 x_4 + 2*x_0 x_5 + -1*x_0 x_6 + 1*x_1 x_2 + -5*x_1 x_3 + -1*x_1 x_4 + 2*x_1 x_5 + 3*x_1 x_6 + -4*x_1 x_7 + -4*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -3*x_2 x_5 + 3*x_2 x_7 + -5*x_3 + -2*x_3 x_4 + -1*x_3 x_5 + -2*x_3 x_6 + -4*x_3 x_7 + -2*x_4 + 3*x_4 x_5 + -4*x_4 x_6 + 4*x_4 x_7 + -5*x_5 + -3*x_5 x_7 + -5*x_6 + -1*x_6 x_7,"['quadratic_knapsack', 'knapsack']",8,0,2,0,True,False,80,24,53,"{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 46, 'CC_RY': 3, 'CSWAP': 0, 'Hadamard': 4, 'RZ': 15, 'RX': 4}","{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 46, 'CC_RY': 3, 'CSWAP': 0, 'Hadamard': 4, 'RZ': 15, 'RX': 4}",251,89,156,"{'CNOT': 142, 'RZ': 63, 'RX': 16, 'RY': 2, 'CRY': 10, 'SWAP': 4, 'CC_RY': 6, 'CSWAP': 0, 'Hadamard': 8}","{'RY': 2, 'CRY': 10, 'SWAP': 4, 'CNOT': 92, 'CC_RY': 6, 'CSWAP': 0, 'Hadamard': 8, 'RZ': 30, 'RX': 8}",16,8,8,8,0,{'Hadamard': 8},755,755,854,"{'CNOT': 854, 'RZ': 739, 'RX': 16}"
16,"['2*x_3 + 2*x_4 + 9*x_5 + 10*x_6 + 4*x_7 <= 18', 'x_0 + x_1 + x_2 >= 2']",cardinality+knapsack,8,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + 3*x_0 x_3 + -4*x_0 x_4 + -1*x_0 x_5 + -3*x_0 x_6 + -2*x_0 x_7 + 2*x_1 + -5*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -5*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + 4*x_2 x_4 + -1*x_2 x_5 + -5*x_2 x_7 + -1*x_3 + 1*x_3 x_4 + 1*x_3 x_5 + 4*x_3 x_6 + 3*x_3 x_7 + -1*x_4 + -5*x_4 x_5 + -2*x_4 x_6 + -2*x_4 x_7 + -3*x_5 + -4*x_5 x_7 + 4*x_6 + 3*x_6 x_7 + -1*x_7,"['cardinality', 'knapsack']",8,0,2,0,True,True,35,29,6,"{'Hadamard': 5, 'CNOT': 6, 'RZ': 9, 'RX': 15}","{'Hadamard': 5, 'CNOT': 6, 'RZ': 9, 'RX': 15}",164,100,64,"{'CNOT': 64, 'RZ': 52, 'RX': 38, 'Hadamard': 10}","{'Hadamard': 10, 'CNOT': 12, 'RZ': 18, 'RX': 30}",14,6,6,6,0,{'Hadamard': 6},229,229,154,"{'CNOT': 154, 'RZ': 215, 'RX': 14}"
17,"['2*x_0*x_0 + 5*x_0*x_1 + 2*x_0*x_2 + 2*x_1*x_1 + 1*x_1*x_2 + 1*x_2*x_2 <= 7', '3*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 5*x_4*x_4 + 2*x_4*x_5 + 2*x_5*x_5 <= 8']",quadratic_knapsack+quadratic_knapsack,6,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_5 + -4*x_1 + -5*x_1 x_2 + -5*x_1 x_3 + -5*x_1 x_4 + -5*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + -1*x_2 x_5 + -5*x_3 + -5*x_3 x_5 + -1*x_4 + 1*x_4 x_5 + -1*x_5,"['quadratic_knapsack', 'quadratic_knapsack']",6,0,2,0,True,False,74,52,22,"{'Hadamard': 6, 'CNOT': 22, 'RZ': 25, 'RX': 21}","{'Hadamard': 6, 'CNOT': 22, 'RZ': 25, 'RX': 21}",202,130,72,"{'CNOT': 72, 'RZ': 70, 'RX': 48, 'Hadamard': 12}","{'Hadamard': 12, 'CNOT': 44, 'RZ': 50, 'RX': 42}",13,7,7,7,0,{'Hadamard': 7},482,482,478,"{'CNOT': 478, 'RZ': 469, 'RX': 13}"
18,"['2*x_5 + 7*x_6 + 7*x_7 <= 7', 'x_0 + x_1 + x_2 + x_3 + x_4 == 1']",cardinality+knapsack,8,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + 3*x_0 x_3 + -4*x_0 x_4 + -1*x_0 x_5 + -3*x_0 x_6 + -2*x_0 x_7 + 2*x_1 + -5*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -5*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + 4*x_2 x_4 + -1*x_2 x_5 + -5*x_2 x_7 + -1*x_3 + 1*x_3 x_4 + 1*x_3 x_5 + 4*x_3 x_6 + 3*x_3 x_7 + -1*x_4 + -5*x_4 x_5 + -2*x_4 x_6 + -2*x_4 x_7 + -3*x_5 + -4*x_5 x_7 + 4*x_6 + 3*x_6 x_7 + -1*x_7,"['cardinality', 'knapsack']",8,0,2,0,True,False,17,2,15,"{'X': 1, 'CNOT': 8, 'CRY': 6, 'RY': 1, 'SWAP': 1, 'CC_RY': 0, 'CSWAP': 0}","{'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 4, 'CC_RY': 0, 'CSWAP': 0}",125,49,76,"{'CNOT': 70, 'RZ': 34, 'RY': 12, 'RX': 3, 'CRY': 4, 'SWAP': 2, 'CC_RY': 0, 'CSWAP': 0}","{'RY': 2, 'CRY': 4, 'SWAP': 2, 'CNOT': 8, 'CC_RY': 0, 'CSWAP': 0}",11,3,3,3,0,{'Hadamard': 3},142,142,102,"{'CNOT': 102, 'RZ': 131, 'RX': 11}"
19,"['9*x_0 + 9*x_1 + 4*x_2 + 1*x_3 <= 9', 'x_4 - x_5 - x_6 - x_7 == 0']",knapsack+flow,8,2, -3*x_0 + -3*x_0 x_1 + 2*x_0 x_2 + 2*x_0 x_3 + 3*x_0 x_4 + -5*x_0 x_5 + -5*x_0 x_6 + -5*x_0 x_7 + -4*x_1 + -2*x_1 x_2 + 1*x_1 x_3 + -4*x_1 x_4 + 2*x_1 x_6 + 1*x_1 x_7 + -4*x_2 x_3 + 4*x_2 x_4 + -2*x_2 x_5 + 3*x_2 x_6 + -3*x_2 x_7 + -1*x_3 + -3*x_3 x_4 + -2*x_3 x_5 + -2*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + 1*x_4 x_5 + -5*x_4 x_6 + -1*x_4 x_7 + -4*x_5 + 3*x_5 x_6 + 2*x_5 x_7 + -2*x_6 x_7 + -3*x_7,"['knapsack', 'flow']",8,0,2,0,True,False,75,31,44,"{'RY': 1, 'CRY': 2, 'CNOT': 41, 'SWAP': 1, 'Hadamard': 4, 'RZ': 18, 'RX': 8}","{'Hadamard': 4, 'CNOT': 36, 'RZ': 18, 'RX': 8}",241,107,134,"{'CNOT': 134, 'RZ': 71, 'RY': 8, 'RX': 20, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 72, 'RZ': 36, 'RX': 16}",12,4,4,4,0,{'Hadamard': 4},169,169,122,"{'CNOT': 122, 'RZ': 157, 'RX': 12}"
20,"['x_0 + x_1 + x_2 >= 2', 'x_3 + x_4 + x_5 + x_6 + x_7 <= 5']",cardinality+cardinality,8,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + 3*x_0 x_3 + -4*x_0 x_4 + -1*x_0 x_5 + -3*x_0 x_6 + -2*x_0 x_7 + 2*x_1 + -5*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -5*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + 4*x_2 x_4 + -1*x_2 x_5 + -5*x_2 x_7 + -1*x_3 + 1*x_3 x_4 + 1*x_3 x_5 + 4*x_3 x_6 + 3*x_3 x_7 + -1*x_4 + -5*x_4 x_5 + -2*x_4 x_6 + -2*x_4 x_7 + -3*x_5 + -4*x_5 x_7 + 4*x_6 + 3*x_6 x_7 + -1*x_7,"['cardinality', 'cardinality']",8,0,2,0,True,True,37,1,30,"{'RY': 1, 'CRY': 8, 'SWAP': 2, 'CNOT': 20, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 6}",{},178,50,113,"{'CNOT': 92, 'RZ': 34, 'RY': 2, 'CRY': 16, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 12, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1, 'RX': 3}",{},12,4,4,4,0,{'Hadamard': 4},172,172,120,"{'CNOT': 120, 'RZ': 160, 'RX': 12}"
21,"['5*x_3*x_3 + 3*x_3*x_4 + 5*x_3*x_5 + 4*x_4*x_4 + 5*x_4*x_5 + 3*x_5*x_5 <= 14', 'x_0 + x_1 + x_2 == 1']",cardinality+quadratic_knapsack,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack']",6,0,2,0,True,False,17,2,14,"{'X': 1, 'CNOT': 8, 'CRY': 5, 'RY': 1, 'SWAP': 1, 'CC_RY': 1, 'CSWAP': 0}","{'RY': 1, 'CRY': 3, 'SWAP': 1, 'CNOT': 6, 'CC_RY': 1, 'CSWAP': 0}",84,30,52,"{'CNOT': 44, 'RZ': 19, 'RY': 8, 'RX': 3, 'CRY': 6, 'SWAP': 2, 'CC_RY': 2, 'CSWAP': 0}","{'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}",10,4,4,4,0,{'Hadamard': 4},289,289,278,"{'CNOT': 278, 'RZ': 279, 'RX': 10}"
22,"['1*x_2*x_2 + 1*x_2*x_3 + 3*x_2*x_4 + 2*x_2*x_5 + 1*x_3*x_3 + 2*x_3*x_4 + 3*x_3*x_5 + 2*x_4*x_4 + 3*x_4*x_5 + 3*x_5*x_5 <= 7', 'x_0*x_1 == 0']",independent_set+quadratic_knapsack,6,2, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -2*x_0 x_3 + -5*x_0 x_4 + 4*x_0 x_5 + -2*x_1 + -5*x_1 x_2 + -2*x_1 x_3 + 3*x_1 x_4 + -5*x_1 x_5 + -1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 2*x_3 + 3*x_3 x_4 + -1*x_3 x_5 + -4*x_4 + -2*x_4 x_5 + -2*x_5,"['independent_set', 'quadratic_knapsack']",6,0,2,0,True,False,133,57,76,"{'RY': 1, 'CRY': 1, 'SWAP': 1, 'CNOT': 74, 'Hadamard': 4, 'RZ': 36, 'RX': 16}","{'Hadamard': 4, 'CNOT': 72, 'RZ': 36, 'RX': 16}",327,144,183,"{'CNOT': 178, 'RZ': 93, 'RY': 2, 'CRY': 2, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 36, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 144, 'RZ': 72, 'RX': 32}",9,3,3,3,0,{'Hadamard': 3},529,529,644,"{'CNOT': 644, 'RZ': 520, 'RX': 9}"
23,"['1*x_3*x_3 + 5*x_3*x_4 + 4*x_3*x_5 + 2*x_4*x_4 + 2*x_4*x_5 + 2*x_5*x_5 <= 8', 'x_0 + x_1 + x_2 <= 3']",cardinality+quadratic_knapsack,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack']",6,0,2,0,True,False,25,2,21,"{'RY': 2, 'CRY': 7, 'SWAP': 2, 'CNOT': 12, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CC_RY': 1, 'CSWAP': 0}","{'RY': 1, 'CRY': 3, 'SWAP': 1, 'CNOT': 6, 'CC_RY': 1, 'CSWAP': 0}",107,33,69,"{'CNOT': 50, 'RZ': 19, 'RY': 4, 'CRY': 14, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 3, 'CC_RY': 2, 'CSWAP': 0}","{'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}",12,6,6,6,0,{'Hadamard': 6},316,316,292,"{'CNOT': 292, 'RZ': 304, 'RX': 12}"
24,"['8*x_4 + 5*x_5 + 7*x_6 + 4*x_7 <= 11', 'x_0 + x_1 + x_2 + x_3 >= 2']",cardinality+knapsack,8,2, 1*x_0 + -3*x_0 x_1 + -5*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + -4*x_0 x_5 + -5*x_0 x_6 + -2*x_0 x_7 + -2*x_1 + 2*x_1 x_4 + 4*x_1 x_5 + -2*x_1 x_6 + -4*x_1 x_7 + -1*x_2 + -5*x_2 x_4 + 4*x_2 x_5 + 2*x_2 x_6 + 2*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + 2*x_3 x_5 + 1*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + -1*x_4 x_5 + 1*x_4 x_6 + 4*x_4 x_7 + 3*x_5 + -2*x_5 x_6 + -2*x_5 x_7 + -5*x_6 + 1*x_6 x_7 + -3*x_7,"['cardinality', 'knapsack']",8,0,2,0,True,True,57,23,34,"{'Hadamard': 4, 'CNOT': 34, 'RZ': 15, 'RX': 4}","{'Hadamard': 4, 'CNOT': 34, 'RZ': 15, 'RX': 4}",205,87,118,"{'CNOT': 118, 'RZ': 63, 'RX': 16, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 68, 'RZ': 30, 'RX': 8}",14,6,6,6,0,{'Hadamard': 6},204,204,136,"{'CNOT': 136, 'RZ': 190, 'RX': 14}"
25,"['3*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_1*x_1 + 4*x_1*x_2 + 3*x_2*x_2 <= 5', 'x_3 + x_4 + x_5 + x_6 + x_7 == 3']",quadratic_knapsack+cardinality,8,2, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + 2*x_0 x_5 + 1*x_0 x_6 + -2*x_0 x_7 + -4*x_1 + -4*x_1 x_2 + 4*x_1 x_3 + 4*x_1 x_4 + -2*x_1 x_5 + 3*x_1 x_6 + -5*x_1 x_7 + -3*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + 4*x_2 x_5 + -1*x_2 x_7 + -2*x_3 + 3*x_3 x_4 + 4*x_3 x_5 + 4*x_3 x_6 + -1*x_4 + 4*x_4 x_5 + -1*x_4 x_6 + 4*x_4 x_7 + -3*x_5 + 4*x_5 x_6 + 3*x_5 x_7 + -5*x_6 + 4*x_6 x_7 + 4*x_7,"['quadratic_knapsack', 'cardinality']",8,0,2,0,True,False,114,46,62,"{'X': 3, 'CNOT': 54, 'CRY': 6, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 3, 'CSWAP': 3, 'SWAP': 2, 'Hadamard': 3, 'RZ': 28, 'RX': 12}","{'Hadamard': 3, 'CNOT': 40, 'RZ': 28, 'RX': 12}",275,133,142,"{'CNOT': 142, 'RZ': 90, 'RY': 10, 'RX': 27, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 80, 'RZ': 56, 'RX': 24}",11,3,3,3,0,{'Hadamard': 3},289,289,276,"{'CNOT': 276, 'RZ': 278, 'RX': 11}"
26,"['x_0 + x_1 + x_2 + x_3 + x_4 <= 1', 'x_5 + x_6 == 2']",cardinality+cardinality,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['cardinality', 'cardinality']",7,0,2,0,False,False,17,3,14,"{'RY': 1, 'CRY': 4, 'SWAP': 2, 'CNOT': 8, 'X': 2}",{},120,44,73,"{'CNOT': 60, 'RZ': 27, 'RY': 6, 'CRY': 8, 'SWAP': 4, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1}",{},8,1,1,1,0,{'Hadamard': 1},99,99,72,"{'CNOT': 72, 'RZ': 91, 'RX': 8}"
27,"['1*x_3*x_3 + 2*x_3*x_4 + 1*x_3*x_5 + 1*x_4*x_4 + 5*x_4*x_5 + 1*x_5*x_5 <= 6', 'x_0 + x_1 + x_2 == 0']",cardinality+quadratic_knapsack,6,2, -2*x_0 x_1 + -2*x_0 x_2 + -4*x_0 x_3 + 2*x_0 x_4 + -4*x_0 x_5 + 1*x_1 + 3*x_1 x_2 + 1*x_1 x_3 + -1*x_1 x_4 + 3*x_1 x_5 + -4*x_2 + -1*x_2 x_3 + -3*x_2 x_5 + -4*x_3 + 4*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + 2*x_4 x_5 + -2*x_5,"['cardinality', 'quadratic_knapsack']",6,0,2,0,True,False,43,33,10,"{'Hadamard': 3, 'CNOT': 10, 'RZ': 15, 'RX': 15}","{'Hadamard': 3, 'CNOT': 10, 'RZ': 15, 'RX': 15}",149,95,54,"{'CNOT': 54, 'RZ': 50, 'RY': 6, 'RX': 33, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 20, 'RZ': 30, 'RX': 30}",9,3,3,3,0,{'Hadamard': 3},245,245,238,"{'CNOT': 238, 'RZ': 236, 'RX': 9}"
28,"['x_0 + x_1 >= 2', 'x_2 - x_3 - x_4 == 0']",cardinality+flow,5,2, -3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + -4*x_1 + -1*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -5*x_2 + 4*x_2 x_3 + 1*x_2 x_4 + -2*x_3 + -4*x_3 x_4 + 1*x_4,"['cardinality', 'flow']",5,0,2,0,False,False,8,3,5,"{'X': 2, 'RY': 1, 'CRY': 1, 'CNOT': 3, 'SWAP': 1}",{},47,21,26,"{'CNOT': 26, 'RZ': 15, 'RY': 6}",{},5,0,0,0,0,{},39,39,28,"{'CNOT': 28, 'RZ': 34, 'RX': 5}"
